respondent_id,field_day,supplier,screener_version,loi_minutes,age_band,gender,region,education,urbanicity,aware,consider,used_12m,b1,b2,b3,b4,b5,b6,b7,b8
R01285,9,Colwyn,v2_12month,5.2,55-64,Male,Midwest,Bachelor's or higher,Urban,1,0,0,3,4,5,1,2,3,4,5
R01286,2,Meridian,v1_3month,7.8,35-54,Male,West,Bachelor's or higher,Rural,0,0,0,2,1,5,4,3,2,1,5
R01287,7,Colwyn,v2_12month,6.1,18-34,Female,West,High school or less,Suburban,0,0,0,4,4,4,4,4,4,4,4
R01288,4,Colwyn,v2_12month,9.5,18-34,Male,South,Some college,Rural,1,0,0,4,3,1,5,3,2,5,4
R01289,2,Meridian,v1_3month,7.0,55-64,Female,West,Bachelor's or higher,Urban,1,0,0,5,1,2,3,1,2,3,4
R01290,2,Meridian,v1_3month,9.0,35-54,Male,South,Some college,Rural,1,0,0,1,2,4,5,2,3,5,1
R01291,7,Colwyn,v2_12month,8.5,55-64,Female,Midwest,Bachelor's or higher,Urban,1,1,1,1,5,4,3,5,4,3,2
R01292,4,Colwyn,v2_12month,7.4,35-54,Female,Midwest,High school or less,Suburban,1,1,0,4,5,1,2,5,1,2,3
R01293,8,Colwyn,v2_12month,6.6,18-34,Male,South,High school or less,Urban,1,0,0,1,5,3,2,5,4,2,1
R01294,1,Meridian,v1_3month,7.9,35-54,Female,South,Bachelor's or higher,Urban,0,0,0,1,2,4,5,5,1,3,4
R01295,9,Colwyn,v2_12month,7.9,65+,Male,South,High school or less,Rural,1,1,1,1,5,4,3,2,1,5,4
R01296,3,Meridian,v2_12month,6.4,55-64,Female,Midwest,Bachelor's or higher,Rural,0,0,0,1,2,3,4,5,1,2,3
R01297,5,Colwyn,v2_12month,5.1,18-34,Female,South,Bachelor's or higher,Suburban,0,0,0,1,5,3,2,2,1,4,3
R01298,4,Colwyn,v2_12month,8.4,18-34,Female,Midwest,High school or less,Suburban,0,0,0,3,4,1,2,4,5,2,3
R01299,8,Colwyn,v2_12month,5.3,35-54,Male,South,Bachelor's or higher,Urban,0,0,0,1,5,4,3,5,4,3,2
R01300,7,Colwyn,v2_12month,5.8,18-34,Female,Midwest,High school or less,Urban,1,0,0,3,4,5,1,4,5,1,2
R01301,8,Colwyn,v2_12month,9.0,35-54,Female,West,High school or less,Urban,1,0,0,1,5,3,2,5,4,2,1
R01302,7,Colwyn,v2_12month,9.2,18-34,Female,Midwest,Bachelor's or higher,Suburban,0,0,0,2,2,2,2,2,2,2,2
R01303,4,Colwyn,v2_12month,5.9,35-54,Male,West,High school or less,Urban,1,1,1,1,5,4,3,5,4,3,2
R01304,6,Colwyn,v2_12month,7.2,18-34,Female,Midwest,High school or less,Urban,1,1,0,4,5,1,2,3,4,5,1
R01305,3,Meridian,v2_12month,6.4,35-54,Male,Northeast,Some college,Suburban,1,1,1,5,4,2,1,1,5,3,2
R01306,8,Colwyn,v2_12month,9.2,18-34,Female,South,Some college,Urban,1,1,1,2,2,2,2,2,2,2,2
R01307,4,Colwyn,v2_12month,7.0,18-34,Male,Midwest,Bachelor's or higher,Urban,1,0,0,3,2,1,5,4,3,2,1
R01308,1,Meridian,v1_3month,4.9,65+,Female,Northeast,Some college,Urban,1,1,1,1,2,3,4,2,3,4,5
R01309,3,Meridian,v2_12month,5.1,35-54,Female,West,High school or less,Urban,0,0,0,2,1,4,3,1,5,3,2
R01310,5,Colwyn,v2_12month,5.3,55-64,Male,Northeast,High school or less,Urban,0,0,0,4,3,2,1,5,4,3,2
R01311,7,Colwyn,v2_12month,7.1,65+,Female,Northeast,Some college,Suburban,1,0,0,5,1,3,4,4,5,2,3
R01312,9,Colwyn,v2_12month,7.9,18-34,Male,Northeast,Bachelor's or higher,Urban,1,0,0,4,3,1,5,5,4,2,1
R01313,7,Colwyn,v2_12month,8.4,18-34,Female,Midwest,Bachelor's or higher,Urban,0,0,0,4,5,1,2,3,4,5,1
R01314,4,Colwyn,v2_12month,9.8,65+,Male,South,Bachelor's or higher,Rural,1,0,0,2,1,5,4,1,5,4,3
R01315,8,Colwyn,v2_12month,8.8,55-64,Female,South,Some college,Urban,1,1,1,5,1,3,4,1,2,3,4
R01316,9,Colwyn,v2_12month,8.9,18-34,Female,West,High school or less,Suburban,1,1,1,4,3,1,5,3,2,5,4
R01317,1,Meridian,v1_3month,9.8,35-54,Female,West,Some college,Rural,1,0,0,5,1,2,3,1,2,3,4
R01318,1,Meridian,v1_3month,5.4,18-34,Male,West,Some college,Rural,0,0,0,2,1,5,4,3,2,1,5
R01319,6,Colwyn,v2_12month,8.9,18-34,Female,West,High school or less,Urban,1,0,0,4,5,2,3,3,4,1,2
R01320,8,Colwyn,v2_12month,9.3,35-54,Female,West,Some college,Urban,1,1,0,1,2,4,5,2,3,5,1
R01321,4,Colwyn,v2_12month,6.2,18-34,Male,South,High school or less,Rural,0,0,0,5,4,3,2,4,3,2,1
R01322,7,Colwyn,v2_12month,6.3,35-54,Female,Midwest,Bachelor's or higher,Suburban,1,0,0,1,2,3,4,2,3,4,5
R01323,9,Colwyn,v2_12month,8.3,18-34,Male,Midwest,Bachelor's or higher,Urban,0,0,0,2,1,4,3,1,5,3,2
R01324,7,Colwyn,v2_12month,8.8,55-64,Male,Northeast,Bachelor's or higher,Urban,1,1,1,3,4,1,2,2,3,5,1
R01325,6,Colwyn,v2_12month,8.3,35-54,Male,Northeast,Bachelor's or higher,Suburban,1,0,0,1,5,4,3,2,1,5,4
R01326,3,Meridian,v2_12month,4.8,65+,Female,Midwest,Bachelor's or higher,Rural,1,0,0,2,3,4,5,1,2,3,4
R01327,4,Colwyn,v2_12month,7.4,18-34,Male,West,Bachelor's or higher,Suburban,1,1,1,5,4,2,1,1,5,3,2
R01328,4,Colwyn,v2_12month,7.7,18-34,Female,West,Bachelor's or higher,Urban,1,0,0,4,5,2,3,5,1,3,4
R01329,5,Colwyn,v2_12month,4.9,65+,Female,Northeast,High school or less,Suburban,1,1,0,4,4,4,4,4,4,4,4
R01330,9,Colwyn,v2_12month,8.8,18-34,Female,West,Bachelor's or higher,Suburban,0,0,0,2,1,4,3,1,5,3,2
R01331,9,Colwyn,v2_12month,9.7,18-34,Male,West,Some college,Urban,0,0,0,1,2,3,4,2,3,4,5
R01332,4,Colwyn,v2_12month,7.8,65+,Female,South,High school or less,Rural,1,1,0,5,4,3,2,4,3,2,1
R01333,1,Meridian,v1_3month,8.7,65+,Female,South,High school or less,Rural,0,0,0,3,4,1,2,4,5,2,3
R01334,5,Colwyn,v2_12month,5.6,18-34,Female,South,Some college,Suburban,0,0,0,4,4,4,4,4,4,4,4
